dataset,model,drift_type,intensity,xai_method,clean_acc,drifted_acc,SSIM,IoU,MSE,Pearson,Cosine,IoU@0.3,IoU@0.5,IoU@0.7,SSIM_ci_low,SSIM_ci_high,SSIM_wilcoxon_p,SSIM_paired_t_p,SSIM_cohens_d,IoU_ci_low,IoU_ci_high,IoU_wilcoxon_p,IoU_cohens_d,n_images,KS_p,AD_p,Welch_p,Wilcoxon_p
cifar10,densenet121,noise,0.001,gradcampp,0.859375,0.859375,0.9969374470539196,0.9923233197899094,0.0005260273241684,0.9971472212836836,0.999200843626494,0.9939082178732,0.9923233197899094,0.9916230426011504,0.9925994113535832,0.9992432369544796,4.6482294584811294e-104,0.0991590638561189,0.0652752203011865,0.9882171875166558,0.9948452226008808,7.807503883948046e-48,0.1783841019660962,640,0.5592205899521452,0.25,0.647963125272708,0.7310468744223962
cifar10,densenet121,noise,0.001,gradcam_vs_gradcampp,0.859375,0.859375,0.0005289553884161,,,,,,,,,,8.364017221843559e-09,,0.0480797134869039,,,,,640,,,,
cifar10,densenet121,noise,0.01,gradcam,0.859375,0.8546875,0.9733055426940294,0.9513699955902728,0.0042163461815447,0.979545408499612,0.9926872048081464,0.9605749299500156,0.9513699955902728,0.9392828209175288,0.9629586033377874,0.981869032326381,7.999380357859611e-106,3.49950446147875e-08,0.2206834230757065,0.9424417948265824,0.9594476988865952,7.1983719138049265e-96,0.4431832150442802,640,0.0313436528082493,0.0574156383645657,0.1438336711815925,0.1397217433944437
cifar10,densenet121,noise,0.01,gradcampp,0.859375,0.8546875,0.9783347260371894,0.9590177291464922,0.0035091058325351,0.9834936999420189,0.9920738465219092,0.9708717769127492,0.9590177291464922,0.9492171728470286,0.9696150209162456,0.985808723487912,5.287076429366292e-105,1.825786002853162e-07,0.2084880646863003,0.950123331893078,0.9667818909237824,1.2635233011195419e-91,0.3850040110193936,640,0.0375000741593889,0.0420851678490959,0.4074342301962267,0.3354402621092996
cifar10,densenet121,noise,0.01,gradcam_vs_gradcampp,0.859375,0.8546875,0.00502918334316,,,,,,,,,,1.7324328243813643e-09,,0.0820114392920151,,,,,640,,,,
cifar10,densenet121,noise,0.05,gradcam,0.859375,0.8375,0.8519217590000064,0.8226020975296411,0.0266952534528016,0.8949184918157261,0.9622781283652804,0.8684293768591911,0.8226020975296411,0.7883540510884749,0.8317435256470627,0.8696463897799096,2.6153591740486357e-106,1.956109491239585e-44,0.5981382686982438,0.8067658907726833,0.8384194334804631,1.6087278576317946e-104,0.8444466761984579,640,1.2089273663589577e-06,0.001,0.2433138860066848,0.3118932869924166
cifar10,densenet121,noise,0.05,gradcampp,0.859375,0.8375,0.872869428223957,0.8495147823024578,0.0210457507800615,0.9151994151392444,0.965907245758569,0.8806464047789614,0.8495147823024578,0.8197360654362766,0.8555699408712937,0.8884323040656752,5.651191216636289e-106,5.214756727685792e-42,0.5782463998336064,0.8353700617296119,0.864669327709211,3.251831901405483e-103,0.774880830788308,640,6.950787262237956e-12,0.001,6.991517981448126e-10,8.783844014024865e-11
cifar10,densenet121,noise,0.05,gradcam_vs_gradcampp,0.859375,0.8375,0.0209476692239505,,,,,,,,,,0.0003877138034384,,0.1407415115268149,,,,,640,,,,
cifar10,densenet121,noise,0.1,gradcam,0.859375,0.771875,0.65597227374581,0.6777720000855005,0.0710011593497483,0.69434889088751,0.8955278555747231,0.7564382586885049,0.6777720000855005,0.6256729973938718,0.6280010574613926,0.6845088131242024,3.754962883146745e-106,1.096956531871468e-89,0.9375622539706936,0.6562541111823484,0.6990920135540817,1.1540261263074716e-105,1.1472567018509685,640,4.9481724743873536e-27,0.001,1.2996019670716546e-16,2.0409477966192522e-19
cifar10,densenet121,noise,0.1,gradcampp,0.859375,0.771875,0.7227316561625571,0.7189307781451763,0.0508521539768157,0.7888080167552598,0.9218135501710526,0.7851632311400032,0.7189307781451763,0.6733147723211675,0.7006373545727415,0.746005183523537,5.49355040191013e-106,1.7319486073297409e-88,0.9289279358931992,0.7003071315898763,0.738940422508921,1.6867795638042764e-105,1.1058328465141642,640,1.4668253108084822e-84,0.001,1.1812738889495175e-53,7.455296097694929e-64
cifar10,densenet121,noise,0.1,gradcam_vs_gradcampp,0.859375,0.771875,0.066759382416747,,,,,,,,,,3.441012551711721e-13,,0.2858410940371038,,,,,640,,,,
cifar10,densenet121,noise,0.2,gradcam,0.859375,0.6046875,0.4279223290318953,0.512079391218706,0.1370618366076087,0.415976384818857,0.7946501945077606,0.6265864015417743,0.512079391218706,0.4340170262688312,0.397098220204384,0.4589602598468706,1.7709580491810596e-106,2.33202472021001e-156,1.4267058780705664,0.4890490365897201,0.5360282831496026,1.7047515653493667e-106,1.592060497105117,640,1.2803170960125073e-303,0.001,6.528202462044608e-224,4.827661774616039e-273
cifar10,densenet121,noise,0.2,gradcampp,0.859375,0.6046875,0.5344618925023445,0.5734396448485215,0.1021659598188997,0.583558945813963,0.8473447188860849,0.6717588142527482,0.5734396448485215,0.5080648297687373,0.5065040377115448,0.5616926029690303,1.7709580491810596e-106,2.9845151021998638e-142,1.3200107523967777,0.551339299374334,0.5955610155101924,7.921268824787026e-106,1.5063511910283651,640,0.0,0.001,4.198153400307528e-202,5.861460055049084e-257
cifar10,densenet121,noise,0.2,gradcam_vs_gradcampp,0.859375,0.6046875,0.1065395634704492,,,,,,,,,,3.6679932680778296e-23,,0.4026418828123592,,,,,640,,,,
cifar10,densenet121,noise,0.3,gradcam,0.859375,0.415625,0.2921505040122549,0.4266457719671002,0.1730009989113568,0.2285212377159068,0.7361844882709259,0.5658302878745237,0.4266457719671002,0.3347834465394089,0.2624580109042759,0.3240897680364401,1.7709580491810596e-106,3.5565130255753073e-202,1.7948889732130084,0.4046107266501074,0.4514379184453448,2.3668022519991754e-106,1.9243097918018075,640,0.0,0.001,0.0,0.0
cifar10,densenet121,noise,0.3,gradcampp,0.859375,0.415625,0.4178293704486895,0.4941900944405432,0.1323737619320582,0.4359299654700452,0.7912460733155244,0.6145792660611612,0.4941900944405432,0.3999794938083925,0.3901948885902463,0.4456350803542054,1.7792896276323907e-106,3.0603330121978864e-182,1.630080478755263,0.4725289423106322,0.51712286971647,5.374869988708492e-106,1.762492354370354,640,0.0,0.001,0.0,0.0
cifar10,densenet121,noise,0.3,gradcam_vs_gradcampp,0.859375,0.415625,0.1256788664364346,,,,,,,,,,3.444127948969516e-27,,0.4441854670097318,,,,,640,,,,
cifar10,densenet121,noise,0.4,gradcam,0.859375,0.3,0.2274396393558648,0.3733906907191214,0.1949310443067105,0.1373752787571933,0.6986366343649089,0.522678186546932,0.3733906907191214,0.2810749614733061,0.1997828246708563,0.2563313297156713,1.7709580491810596e-106,4.3732300418688896e-235,2.0858265621232635,0.3514094845015152,0.3961662351709974,1.6078291431427755e-106,2.216843145262993,640,0.0,0.001,0.0,0.0
cifar10,densenet121,noise,0.4,gradcampp,0.859375,0.3,0.3570380007177131,0.4590335744139627,0.1478050941487708,0.3574245899691534,0.771596632266567,0.5785159176078357,0.4590335744139627,0.3731143154351935,0.3299505593417126,0.3850621064120768,1.7709580491810596e-106,2.4483206242031168e-206,1.830318908375519,0.4373033885911173,0.4816546428908743,3.6957931648769547e-106,1.9609739580233316,640,0.0,0.001,6.767784567256559e-296,0.0
cifar10,densenet121,noise,0.4,gradcam_vs_gradcampp,0.859375,0.3,0.1295983613618482,,,,,,,,,,3.1796375821629695e-29,,0.4607954851326856,,,,,640,,,,
cifar10,densenet121,noise,0.5,gradcam,0.859375,0.2390625,0.181031997707819,0.3467209219311003,0.2087626642393843,0.0613496573072452,0.6739746350568867,0.4976812277524935,0.3467209219311003,0.2584343269720025,0.153231647659115,0.2114916700636933,1.7709580491810596e-106,2.8933309019077363e-251,2.2387444522669235,0.3258514942725209,0.3688842839171383,1.4178379073903838e-106,2.397829610999848,640,0.0,0.001,0.0,0.0
cifar10,densenet121,noise,0.5,gradcampp,0.859375,0.2390625,0.3202463135065375,0.4403129120019189,0.158369757627986,0.2935453956325435,0.7605994995845846,0.5705851283694434,0.4403129120019189,0.3432996814297725,0.2919400757083053,0.3469387855391909,1.7709580491810596e-106,5.771457439405874e-211,1.8701519354606209,0.4194569414970313,0.4609885718530977,1.7343788259731477e-106,2.0669298991915293,640,1.2077936314436975e-82,0.001,8.155270716045577e-57,2.114356238951334e-66
cifar10,densenet121,noise,0.5,gradcam_vs_gradcampp,0.859375,0.2390625,0.1392143157987184,,,,,,,,,,3.6438273729846573e-31,,0.4859031373055584,,,,,640,,,,
cifar10,densenet121,blur,0.0,gradcam,0.859375,0.859375,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,640,1.0,0.25,1.0,1.0
cifar10,densenet121,blur,0.0,gradcampp,0.859375,0.859375,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,640,1.0,0.25,1.0,1.0
cifar10,densenet121,blur,0.0,gradcam_vs_gradcampp,0.859375,0.859375,0.0,,,,,,,,,,1.0,,0.0,,,,,640,,,,
cifar10,densenet121,blur,1e-06,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,1e-06,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,1e-06,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,1e-05,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,1e-05,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,1e-05,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,0.0001,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,0.0001,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,0.0001,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,0.001,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,0.001,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,0.001,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,0.01,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,0.01,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,0.01,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,0.05,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,0.05,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,0.05,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,0.1,gradcam,0.859375,0.7328125,0.5411316198180172,0.595326519867915,0.104167765938098,0.5602090705970828,0.8462124683593133,0.6921058522217003,0.595326519867915,0.5245347569607213,0.5106484156096861,0.5697864476462525,1.7792896276323907e-106,5.879164608730151e-120,1.1558487043386725,0.5728110465807277,0.6178766574835256,3.7077761967975577e-106,1.3458331964157106,640,1.1156805036834186e-136,0.001,9.401607190495682e-67,4.6740254964211614e-83
cifar10,densenet121,blur,0.1,gradcampp,0.859375,0.7328125,0.6378036923644606,0.6483545060598337,0.0737964034836153,0.7003682132372319,0.8888124730023049,0.7302174978813482,0.6483545060598337,0.5931697693168205,0.612722455322542,0.6622325139975139,1.7792896276323907e-106,1.1378842528791506e-113,1.1102707240021787,0.6276606137117969,0.6687103677750089,1.1520578362657575e-105,1.2964666872294923,640,1.666415937384945e-51,0.001,6.39911497596578e-10,1.5931921430282406e-13
cifar10,densenet121,blur,0.1,gradcam_vs_gradcampp,0.859375,0.7328125,0.0966720725464433,,,,,,,,,,5.603803718654079e-21,,0.4009740210085087,,,,,640,,,,
cifar10,densenet121,blur,0.2,gradcam,0.859375,0.5484375,0.3797838928773444,0.4766759211811161,0.1471455939010411,0.3594801079536457,0.7713863114299503,0.5931254365967057,0.4766759211811161,0.3948086761296049,0.3500480851843829,0.4092186822518322,1.7709580491810596e-106,2.837993662742367e-175,1.5742445897775654,0.4544648389551028,0.4997080891369901,3.5636081106576136e-106,1.775236293961714,640,0.0,0.001,0.0,0.0
cifar10,densenet121,blur,0.2,gradcampp,0.859375,0.5484375,0.496982029689854,0.5544851663271698,0.107751815016384,0.543220347119524,0.8410939602817219,0.6606015926317277,0.5544851663271698,0.4815131945025531,0.4690845765401454,0.5221981449346615,2.578734897972061e-106,7.159291575933396e-160,1.4536918506754428,0.5331262775899481,0.5747010872331284,3.7379775488774678e-106,1.6350296730845184,640,1.8761023755009652e-55,0.001,1.033474342159532e-20,1.2322809579457847e-24
cifar10,densenet121,blur,0.2,gradcam_vs_gradcampp,0.859375,0.5484375,0.1171981368125095,,,,,,,,,,1.2385812988182398e-24,,0.4264211237757891,,,,,640,,,,
cifar10,densenet121,blur,0.3,gradcam,0.859375,0.43125,0.3012673940821281,0.4220632134244441,0.1715711610929247,0.2557804170141538,0.7262003148446701,0.5471048241718778,0.4220632134244441,0.3265197358014154,0.2715967840206839,0.3307842180361808,1.7709580491810596e-106,4.139537456128006e-207,1.836930738004188,0.4003206883939971,0.4438689334608473,3.4576358293746507e-106,2.0081031567172163,640,0.0,0.001,0.0,0.0
cifar10,densenet121,blur,0.3,gradcampp,0.859375,0.43125,0.4277903387208138,0.5078110756985923,0.1252609535615363,0.4560703856826048,0.8148383293507722,0.6220306671520562,0.5078110756985923,0.4299226731906563,0.4009751290520356,0.4547666410079407,1.7792896276323907e-106,4.8252852880676925e-185,1.6527841550895177,0.4880353226815727,0.5283724876313718,5.445545767877933e-106,1.8406000803700389,640,3.7605761710343685e-60,0.001,2.967398216062052e-34,2.869956910072369e-41
cifar10,densenet121,blur,0.3,gradcam_vs_gradcampp,0.859375,0.43125,0.1265229446386857,,,,,,,,,,9.659107594738485e-27,,0.4435685775740973,,,,,640,,,,
cifar10,densenet121,blur,0.4,gradcam,0.859375,0.3703125,0.2530125374912501,0.3783143737991934,0.1870411994823939,0.1925993037379318,0.6940802625821618,0.5154143398677042,0.3783143737991934,0.2883624808807944,0.225021240791796,0.2799368383353338,1.7709580491810596e-106,9.97782988345588e-231,2.045808462482913,0.3575334072496038,0.3986499553900445,2.1434036630996303e-106,2.2344846554375715,640,0.0,0.001,0.0,0.0
cifar10,densenet121,blur,0.4,gradcampp,0.859375,0.3703125,0.3781309746381164,0.4739884498054952,0.1388635462204547,0.3873040307825345,0.7923610349343565,0.5970934326024526,0.4739884498054952,0.3919161222923712,0.3517780297593227,0.4051330005869495,1.7960703125998424e-106,1.989062163912586e-199,1.7717008916328338,0.4545314032060368,0.4946941950576924,5.409057939105378e-106,1.9617594107719245,640,4.285503550524111e-74,0.001,8.409777967470118e-48,8.521648104990456e-56
cifar10,densenet121,blur,0.4,gradcam_vs_gradcampp,0.859375,0.3703125,0.1251184371468663,,,,,,,,,,1.0385516181162286e-25,,0.4428058095391619,,,,,640,,,,
cifar10,densenet121,blur,0.5,gradcam,0.859375,0.3703125,0.2530125374912501,0.3783143737991934,0.1870411994823939,0.1925993037379318,0.6940802625821618,0.5154143398677042,0.3783143737991934,0.2883624808807944,0.225021240791796,0.2799368383353338,1.7709580491810596e-106,9.97782988345588e-231,2.045808462482913,0.3575334072496038,0.3986499553900445,2.1434036630996303e-106,2.2344846554375715,640,0.0,0.001,0.0,0.0
cifar10,densenet121,blur,0.5,gradcampp,0.859375,0.3703125,0.3781309746381164,0.4739884498054952,0.1388635462204547,0.3873040307825345,0.7923610349343565,0.5970934326024526,0.4739884498054952,0.3919161222923712,0.3517780297593227,0.4051330005869495,1.7960703125998424e-106,1.989062163912586e-199,1.7717008916328338,0.4545314032060368,0.4946941950576924,5.409057939105378e-106,1.9617594107719245,640,4.285503550524111e-74,0.001,8.409777967470118e-48,8.521648104990456e-56
cifar10,densenet121,blur,0.5,gradcam_vs_gradcampp,0.859375,0.3703125,0.1251184371468663,,,,,,,,,,1.0385516181162286e-25,,0.4428058095391619,,,,,640,,,,
cifar10,densenet121,brightness,0.0,gradcam,0.859375,0.859375,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,640,1.0,0.25,1.0,1.0
cifar10,densenet121,brightness,0.0,gradcampp,0.859375,0.859375,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,640,1.0,0.25,1.0,1.0
cifar10,densenet121,brightness,0.0,gradcam_vs_gradcampp,0.859375,0.859375,0.0,,,,,,,,,,1.0,,0.0,,,,,640,,,,
cifar10,densenet121,brightness,1e-06,gradcam,0.859375,0.859375,0.9998649424289148,0.998880003406794,5.608588518037468e-06,0.9999820802486676,0.9999929668686894,0.9993119941362126,0.998880003406794,0.998639094551208,0.9997593311157308,0.9999485970855506,1.9849115711119152e-41,0.0051982127311391,0.1108437237026107,0.9984394933700844,0.9992518489491988,2.5032381949002524e-15,0.2064819903998556,640,0.988174340643007,0.25,0.9168636890607176,0.9397088191215928
cifar10,densenet121,brightness,1e-06,gradcampp,0.859375,0.859375,0.9999712934971032,0.9992091859241992,1.194310241899903e-06,0.9999963821860354,0.9999985128491248,0.9996553126010084,0.9992091859241992,0.9990538880940476,0.9999486373670394,0.9999880124012196,3.587623647870321e-28,0.0059751948921489,0.1090342552701393,0.9987618178728416,0.9995510732255214,1.1109960523574149e-11,0.1511357410789215,640,0.9999965279373852,0.25,0.956149089430886,0.9457295519630636
cifar10,densenet121,brightness,1e-06,gradcam_vs_gradcampp,0.859375,0.859375,0.0001063510681884,,,,,,,,,,1.844735366173679e-05,,0.0890313806560109,,,,,640,,,,
